date,PRCP_Illinois,TMAX_Illinois,TMIN_Illinois,PRCP_Indiana,TMAX_Indiana,TMIN_Indiana,PRCP_Nebraska,TMAX_Nebraska,TMIN_Nebraska,PRCP_Ohio,TMAX_Ohio,TMIN_Ohio,PRCP_Iowa,TMAX_Iowa,TMIN_Iowa,extreme_heat_Illinois,extreme_cold_Illinois,extreme_heat_Indiana,extreme_cold_Indiana,extreme_heat_Nebraska,extreme_cold_Nebraska,extreme_heat_Ohio,extreme_cold_Ohio,extreme_heat_Iowa,extreme_cold_Iowa
2000-01-01,0.0,7.7799999999999985,-2.34,0.0,10.6375,-3.4125,0.0,9.757142857142854,-5.785714285714287,0.0,9.1,-5.6999999999999975,0.0,6.099999999999999,-2.95,0,1,0,1,0,1,0,1,0,1
2000-01-02,0.16666666666666666,12.44,0.8800000000000001,0.31,15.2125,1.325,0.0375,6.3125,-7.4250000000000025,0.0,13.612500000000002,-0.2875,0.4,6.383333333333333,0.18333333333333326,0,0,0,0,0,1,0,1,0,0
2000-01-03,0.0,13.439999999999998,8.881784197001253e-17,23.47,15.8375,5.7624999999999975,0.2875,0.975,-10.0625,6.3874999999999975,17.0875,6.8125,0.21428571428571427,6.4499999999999975,-1.5666666666666669,0,0,0,0,0,1,0,0,0,1
2000-01-04,5.533333333333332,3.0000000000000004,-5.0,19.610000000000007,13.0,-0.5624999999999998,0.125,-2.0,-19.1,33.1625,14.2875,4.6625000000000005,4.2285714285714295,-1.2,-10.35,0,1,0,1,0,1,0,0,0,1
2000-01-05,0.0,-1.1,-12.56,0.34,0.2875000000000001,-5.5,0.075,3.8375,-11.1875,1.1571428571428568,6.125000000000003,-3.571428571428572,0.0,-4.066666666666666,-15.1,0,1,0,1,0,1,0,1,0,1
2000-01-06,0.0,0.3200000000000001,-9.66,0.0,1.3125000000000002,-5.700000000000001,0.0375,5.275,-8.825,0.1,0.7625000000000002,-5.425,0.6833333333333332,0.3666666666666667,-8.049999999999999,0,1,0,1,0,1,0,1,0,1
2000-01-07,0.0,3.3400000000000007,-5.76,0.0,5.2125,-4.1625,0.0,9.3125,-9.537499999999998,0.0,4.85,-3.6571428571428575,0.15714285714285714,1.5666666666666669,-12.033333333333333,0,1,0,1,0,1,0,1,0,1
2000-01-08,0.0,3.34,-5.44,0.06,3.625,-5.625,0.0,10.2125,-8.35,0.0,3.5,-6.8428571428571425,0.0,5.833333333333332,-5.166666666666667,0,1,0,1,0,1,0,1,0,1
2000-01-09,3.016666666666666,6.34,-0.22000000000000008,0.0,7.3125,-1.7375000000000005,0.0,8.612499999999999,-5.6000000000000005,0.0,6.1125000000000025,-3.6625,1.4857142857142858,5.833333333333332,-0.5499999999999999,0,1,0,1,0,1,0,1,0,1
2000-01-10,3.5500000000000003,7.32,2.22,0.59,9.175,2.6875,0.0,6.0625,-6.375,0.325,8.875,2.0125,1.9428571428571428,6.583333333333332,-0.5500000000000002,0,0,0,0,0,1,0,0,0,1
2000-01-11,0.0,8.22,-1.3400000000000003,0.09,9.725,1.6124999999999998,0.0,6.6,-8.75,1.525,10.4,0.2428571428571429,0.0,5.000000000000001,-6.116666666666667,0,1,0,0,0,1,0,0,0,1
2000-01-12,0.0,3.12,-3.88,0.06,6.1125000000000025,-4.500000000000001,0.0,6.1125000000000025,-7.7875,0.0375,5.4125000000000005,-4.671428571428573,0.0,9.516197353929911e-17,-6.028571428571429,0,1,0,1,0,1,0,1,0,1
2000-01-13,1.7,4.5600000000000005,-6.2200000000000015,0.59,7.7125,-4.5875,0.0,6.675,-13.3375,1.4625,5.8375,-3.7428571428571433,0.0,0.3285714285714285,-10.8,0,1,0,1,0,1,0,1,0,1
2000-01-14,0.0,-1.2399999999999998,-10.9,0.05,-0.2750000000000001,-10.4,0.0,10.785714285714288,-7.299999999999999,0.5499999999999999,0.475,-12.6125,0.0,-0.08571428571428566,-10.157142857142855,0,1,0,1,0,1,0,1,0,1
2000-01-15,0.0,2.22,-8.58,0.0,3.3375000000000004,-7.299999999999999,0.0,15.1375,-3.4000000000000004,0.0,-1.5125,-10.9,0.0,6.5,-6.3428571428571425,0,1,0,1,0,1,0,1,0,1
2000-01-16,0.0,7.980000000000001,-4.459999999999999,0.0,9.2375,-2.0,0.0,8.3375,-8.0625,0.0,7.6625,-4.2375,0.0,8.171428571428573,-8.728571428571428,0,1,0,1,0,1,0,1,0,1
2000-01-17,0.0,1.44,-4.880000000000001,1.12,3.475,-8.55,0.0,4.7875000000000005,-7.2875,0.0,4.799999999999999,-10.5625,0.042857142857142864,0.07142857142857174,-5.871428571428572,0,1,0,1,0,1,0,1,0,1
2000-01-18,0.85,-1.5599999999999998,-5.2200000000000015,2.52,-2.575,-7.787499999999999,0.0,11.4625,-4.5125,1.35,-2.4375,-9.3,0.5,-0.014285714285714169,-4.6714285714285735,0,1,0,1,0,1,0,1,0,1
2000-01-19,0.21666666666666667,1.66,-7.6800000000000015,3.4799999999999995,-0.7124999999999999,-8.8875,0.6124999999999999,7.525,-6.7875000000000005,0.0375,-2.5125,-8.875,2.1875,1.4285714285714286,-6.5857142857142845,0,1,0,1,0,1,0,1,0,1
2000-01-20,4.916666666666667,-1.7599999999999998,-15.419999999999998,5.339999999999999,-0.6874999999999999,-11.0875,0.0,5.4,-13.0375,6.4,-1.8625,-8.6125,6.7624999999999975,-3.9857142857142858,-20.05714285714285,0,1,0,1,0,1,0,1,0,1
2000-01-21,0.0,-9.34,-18.46,0.16,-6.6125000000000025,-19.3125,0.0,6.525,-10.9,1.2285714285714284,-5.0,-17.625,0.0,-9.37142857142857,-18.95714285714286,0,1,0,1,0,1,0,1,0,1
2000-01-22,0.92,-5.119999999999999,-13.46,1.33,-7.3625000000000025,-17.924999999999994,0.0,6.8875,-5.749999999999999,0.8,-9.8,-21.8,0.8124999999999999,-4.442857142857141,-13.171428571428569,0,1,0,1,0,1,0,1,0,1
2000-01-23,0.4666666666666666,-0.6599999999999999,-11.44,3.91,-1.7999999999999998,-12.8375,0.575,3.1249999999999987,-10.5,2.3125,-4.45,-15.962500000000002,0.625,-1.5,-13.87142857142857,0,1,0,1,0,1,0,1,0,1
2000-01-24,0.0,-7.2200000000000015,-18.12,0.03,-2.8000000000000003,-18.125,0.0375,2.575,-11.937499999999998,0.0,-1.4500000000000002,-16.325,0.0,-4.457142857142856,-19.457142857142856,0,1,0,1,0,1,0,1,0,1
2000-01-25,0.08333333333333333,-3.2,-15.64,0.06,-6.7625,-18.5375,0.0,1.5875,-13.2,0.3125,-8.125,-18.1375,0.0375,-1.8285714285714287,-14.2,0,1,0,1,0,1,0,1,0,1
2000-01-26,0.0,-4.88,-15.12,0.6499999999999999,-5.35,-16.5125,0.5125,-2.0,-11.8875,0.3375,-6.4625,-17.712500000000006,0.0375,-5.071428571428571,-17.45714285714286,0,1,0,1,0,1,0,1,0,1
2000-01-27,0.0,-5.1,-15.78,0.0,-7.15,-20.2875,0.4125,-2.4875,-8.9625,0.0,-8.125,-19.925,0.0,-6.7285714285714295,-18.171428571428574,0,1,0,1,0,1,0,1,0,1
2000-01-28,0.0,-1.44,-15.460000000000004,0.0,-5.4125000000000005,-19.6625,1.6625,-3.9500000000000006,-7.500000000000003,0.0,-6.3875,-21.825,0.0,-4.5285714285714285,-16.585714285714285,0,1,0,1,0,1,0,1,0,1
2000-01-29,0.0,-2.34,-12.36,2.13,-2.85,-15.9625,0.9875,-4.45,-9.45,0.0,-2.625,-20.0,0.6749999999999999,-3.8857142857142857,-10.957142857142856,0,1,0,1,0,1,0,1,0,1
2000-01-30,5.933333333333334,-2.76,-8.219999999999999,2.9400000000000004,-1.825,-7.7125,0.075,-4.0125,-12.825,3.4125,-0.3624999999999999,-13.0,3.55,-3.8857142857142857,-8.485714285714284,0,1,0,1,0,1,0,1,0,1
2000-01-31,0.7166666666666667,-2.22,-13.0,0.42,-2.2124999999999995,-6.6000000000000005,0.0,0.1499999999999999,-15.3625,1.25,0.2125,-6.6625,0.125,-3.4,-14.12857142857143,0,1,0,1,0,1,0,1,0,1
2000-02-01,0.0,-1.42,-12.660000000000002,0.06,-1.3125,-6.4625,0.0,1.6500000000000004,-14.2375,0.35,-1.7499999999999998,-6.4625,0.0,-2.457142857142857,-11.671428571428573,0,1,0,1,0,1,0,1,0,1
2000-02-02,0.0,-0.10000000000000002,-12.66,0.0,-0.3375,-12.725,0.0,7.3625000000000025,-8.8875,0.475,-1.4625,-9.3,0.0,-0.8857142857142858,-12.542857142857144,0,1,0,1,0,1,0,1,0,1
2000-02-03,0.0,2.34,-9.1,1.5299999999999998,2.3625000000000003,-9.1625,0.0,9.5875,-3.6000000000000005,4.257142857142857,-0.012500000000000013,-9.0875,0.0,3.5571428571428574,-6.328571428571428,0,1,0,1,0,1,0,1,0,1
2000-02-04,1.4833333333333334,3.8,-7.56,0.49,3.6125000000000007,-3.5500000000000003,0.0,3.9625,-7.6625,1.8,1.6875,-2.6375,0.4428571428571428,1.5714285714285714,-6.3,0,1,0,1,0,1,0,1,0,1
2000-02-05,0.0,1.56,-8.56,0.25999999999999995,0.2,-9.9375,0.0,4.862500000000002,-10.55,0.7,-0.4875,-8.612499999999999,0.0625,0.32857142857142857,-9.528571428571428,0,1,0,1,0,1,0,1,0,1
2000-02-06,0.0,0.6799999999999999,-7.539999999999999,0.0,0.8375,-10.575,0.0,9.3875,-7.137500000000001,0.0,-0.55,-10.75,0.0,2.8714285714285714,-5.385714285714287,0,1,0,1,0,1,0,1,0,1
2000-02-07,0.0,3.88,-6.5600000000000005,0.0,3.6125,-8.2625,0.0,9.9375,-7.375000000000001,0.0,1.1,-8.95,0.0,4.342857142857143,-5.4,0,1,0,1,0,1,0,1,0,1
2000-02-08,0.0,3.7599999999999993,-9.66,0.0,5.0625,-9.5125,0.0,13.124999999999998,-5.625,0.0,4.0375000000000005,-10.3,0.0,2.7857142857142856,-9.614285714285717,0,1,0,1,0,1,0,1,0,1
2000-02-09,0.0,5.779999999999999,-6.76,0.0,7.3625000000000025,-7.7,0.0,16.3125,-4.325,0.0,4.65,-9.3875,0.0,6.985714285714287,-3.0285714285714285,0,1,0,1,0,1,0,1,0,1
2000-02-10,0.16666666666666666,11.56,0.0,2.67,10.962500000000002,0.7124999999999999,0.0625,12.025,-5.2,2.0625,8.625,-3.271428571428572,0.0,7.2142857142857135,-1.1142857142857143,0,0,0,0,0,1,0,1,0,1
2000-02-11,0.0,7.880000000000001,-4.44,2.1100000000000003,8.612499999999999,-0.9249999999999998,0.1,-2.8,-12.2125,13.124999999999998,8.537500000000001,-1.842857142857143,0.0,0.7000000000000001,-8.72857142857143,0,1,0,1,0,1,0,1,0,1
2000-02-12,0.0,0.58,-8.34,0.0,2.3000000000000003,-6.162500000000001,0.1625,-2.3625,-10.075,0.0,2.5625,-6.8000000000000025,0.0,-1.8285714285714287,-8.17142857142857,0,1,0,1,0,1,0,1,0,1
2000-02-13,0.08333333333333333,3.14,-5.5600000000000005,6.960000000000001,3.6125,-4.6625000000000005,3.9125,-1.3875,-9.725,0.25,2.575,-5.825000000000001,1.1875,0.8714285714285713,-6.614285714285713,0,1,0,1,0,1,0,1,0,1
2000-02-14,1.2833333333333334,1.98,-4.44,10.97,2.4375,-2.225,0.0,-0.3375000000000001,-13.75,24.575,4.237500000000002,-2.9428571428571426,1.0875,-0.6571428571428571,-6.200000000000001,0,1,0,1,0,1,0,1,0,1
2000-02-15,0.0,1.7599999999999998,-4.5600000000000005,0.16,2.9125,-4.449999999999998,0.0,8.75,-7.1625000000000005,1.175,2.6375,-4.6000000000000005,0.0375,4.771428571428571,-3.7428571428571433,0,1,0,1,0,1,0,1,0,1
2000-02-16,0.0,8.24,-4.000000000000001,0.0,8.274999999999999,-2.5625000000000004,0.0,10.624999999999998,-10.775,0.0,6.05,-2.6285714285714294,0.0,7.857142857142858,-7.2,0,1,0,1,0,1,0,1,0,1
2000-02-17,0.0,2.66,-6.56,0.58,2.8375,-6.6125,0.7999999999999999,6.0375000000000005,-6.0375,0.0,4.6,-6.5285714285714285,0.0625,1.0142857142857142,-5.814285714285715,0,1,0,1,0,1,0,1,0,1
2000-02-18,16.88333333333333,2.075,-4.15,28.270000000000003,4.0875,-4.7875000000000005,2.8375000000000004,1.45,-7.5,8.3625,2.5,-5.275,11.75,0.14285714285714282,-4.3,0,1,0,1,0,1,0,1,0,1
2000-02-19,11.283333333333333,1.56,-5.540000000000001,11.1,3.2000000000000006,-2.625,0.0,2.7125,-9.6375,23.95,4.175,-2.425,7.625,-1.5428571428571427,-7.2142857142857135,0,1,0,1,0,1,0,1,0,1
2000-02-20,1.5166666666666666,1.22,-6.339999999999999,0.0,2.2875000000000005,-2.3375,0.0,10.975,-7.925,0.0,0.06250000000000003,-2.4375,0.0,0.3857142857142857,-10.8,0,1,0,1,0,1,0,1,0,1
2000-02-21,0.0,4.76,-3.3400000000000007,0.05,6.812500000000001,-6.125,0.0,17.5125,-2.9125,0.0,3.0,-6.4125,0.0,6.985714285714287,-5.385714285714287,0,1,0,1,0,1,0,1,0,1
2000-02-22,0.0,11.44,-1.12,0.8899999999999999,13.014285714285714,-0.942857142857143,0.0,20.0,-0.8124999999999999,0.0,9.65,-3.4857142857142853,0.0,13.471428571428573,2.3999999999999995,0,1,0,1,0,1,0,1,0,0
2000-02-23,0.0,17.54,1.6799999999999995,0.05,16.7375,6.8875,6.025,15.2875,2.075,1.1625,14.057142857142857,3.3285714285714283,0.2875,16.67142857142857,7.385714285714287,0,0,0,0,0,0,0,0,0,0
2000-02-24,9.066666666666666,16.22,5.780000000000001,6.08,19.8625,8.950000000000003,1.65,14.3625,1.3875,0.4714285714285714,18.17142857142857,7.3,6.3375,14.671428571428569,7.0,0,0,0,0,0,0,0,0,0,0
2000-02-25,2.1166666666666667,17.98,7.3199999999999985,0.3,20.7625,9.5,0.7999999999999999,15.8375,3.8875,2.575,19.45714285714286,7.7857142857142865,4.2875,15.542857142857141,7.2142857142857135,0,0,0,0,0,0,0,0,0,0
2000-02-26,15.333333333333336,20.68,7.88,4.5,22.01250000000001,11.3125,1.8125,9.45,-0.4875,0.0,22.68333333333333,9.533333333333333,15.25,17.228571428571428,4.842857142857143,0,0,0,0,0,1,0,0,0,0
2000-02-27,1.2,15.34,2.9,12.5,17.075,6.525,0.0,11.1875,-5.275,3.1125,22.7,10.157142857142855,1.05,12.385714285714286,0.5428571428571429,0,0,0,0,0,1,0,0,0,0
2000-02-28,0.0,12.68,0.1,0.0,11.8875,-1.0625,0.0,17.142857142857142,-0.7999999999999999,1.35,13.9,-0.942857142857143,0.0,14.37142857142857,0.31428571428571417,0,0,0,1,0,1,0,1,0,0
2000-02-29,0.0,16.559999999999995,2.2,0.0,15.4,0.9125,0.7,16.187500000000004,1.3875,0.0,13.814285714285711,-1.885714285714286,0.9875,17.61428571428571,2.4571428571428577,0,0,0,0,0,0,0,1,0,0
2000-03-01,5.8000000000000025,16.68,2.9,0.24000000000000005,17.3625,2.9125,0.0,12.2875,-5.275,0.4666666666666666,15.87142857142857,1.042857142857143,4.7375,13.742857142857142,0.4714285714285715,0,0,0,0,0,1,0,0,0,0
2000-03-02,0.0,10.9,-1.66,0.05,11.874999999999998,-0.35000000000000003,0.0,11.125,-4.0375000000000005,0.042857142857142864,13.714285714285715,2.3,0.0,8.728571428571428,-2.9285714285714284,0,1,0,1,0,1,0,0,0,1
2000-03-03,0.5,8.68,-2.46,0.64,7.85,-3.75,0.6625,10.9875,-1.525,0.0375,6.5857142857142845,-5.7285714285714295,0.0,8.4,-2.6142857142857143,0,1,0,1,0,1,0,1,0,1
2000-03-04,0.6833333333333332,8.68,-2.68,0.28,9.5875,-3.95,0.0,18.75,-2.3625,0.0,11.042857142857144,-5.314285714285714,0.0,13.257142857142856,-1.5857142857142856,0,1,0,1,0,1,0,1,0,1
2000-03-05,0.0,16.8,0.78,0.0,16.02857142857143,-1.442857142857143,0.0,21.325,0.22499999999999995,0.0,15.157142857142857,-2.057142857142857,0.0,19.7,1.5142857142857142,0,0,0,1,0,0,0,1,0,0
2000-03-06,0.0,19.9,1.9,0.0,19.7375,1.0375,0.35,21.1875,3.95,0.0,18.24285714285714,0.4571428571428572,0.0,21.02857142857143,3.8857142857142852,0,0,0,0,0,0,0,0,0,0
2000-03-07,0.0,22.34,6.02,0.0,22.625,3.9,1.7125,21.325,6.3125,0.0,21.914285714285718,2.2142857142857144,0.0,23.585714285714282,7.871428571428572,0,0,0,0,0,0,0,0,0,0
2000-03-08,0.0,25.44,10.98,0.0,25.7,8.9,9.8875,18.675,1.6,0.0,24.914285714285718,5.3,0.0625,24.78571428571429,12.542857142857144,0,0,0,0,0,0,0,0,0,0
2000-03-09,0.21666666666666667,23.34,4.0,0.0,24.1125,8.6125,1.2125,3.975,-6.5875,0.07142857142857142,25.385714285714283,8.714285714285714,0.0375,18.88571428571429,-0.7857142857142857,0,0,0,0,0,1,0,0,0,1
2000-03-10,0.0,6.779999999999999,-2.1,0.08,12.7625,-0.4000000000000001,0.1142857142857143,2.65,-6.1875,0.07142857142857142,18.0,1.0285714285714287,0.075,5.785714285714287,-2.3000000000000003,0,1,0,1,0,1,0,0,0,1
2000-03-11,0.0,7.8,-2.9,3.4799999999999995,4.8625,-1.6625,0.0,6.685714285714285,-8.485714285714286,1.0857142857142856,6.185714285714287,-0.7142857142857143,0.075,4.5285714285714285,-4.757142857142857,0,1,0,1,0,1,0,1,0,1
2000-03-12,1.0666666666666669,6.24,-4.9,6.299999999999999,2.5,-7.0,0.0,10.62857142857143,-4.742857142857143,8.7875,1.8142857142857145,-4.3,0.0,7.557142857142857,-3.971428571428572,0,1,0,1,0,1,0,1,0,1
2000-03-13,0.21666666666666667,9.320000000000002,-1.46,0.0,6.9375,-4.925,0.0,9.65,-5.9750000000000005,0.0,4.614285714285714,-5.885714285714285,0.2625,9.142857142857142,-1.2571428571428571,0,1,0,1,0,1,0,1,0,1
2000-03-14,0.21666666666666667,9.88,-0.6799999999999999,0.14,10.2,-1.0625,0.225,13.55,-2.5625,0.0,8.17142857142857,-2.5285714285714285,0.0625,12.385714285714286,-0.5571428571428572,0,1,0,1,0,1,0,1,0,1
2000-03-15,0.8166666666666665,14.22,-0.10000000000000013,0.46,16.3375,2.15,0.0,13.8875,-2.35,0.0,15.72857142857143,2.4428571428571426,1.0875,13.5,1.671428571428571,0,1,0,0,0,1,0,0,0,0
2000-03-16,6.516666666666668,16.339999999999996,-2.22,8.6,17.65,1.8,0.0,6.5375,-10.3625,2.4285714285714284,19.285714285714285,3.728571428571428,1.3624999999999998,9.771428571428572,-5.571428571428571,0,1,0,0,0,1,0,0,0,1
2000-03-17,0.0,5.58,-4.359999999999999,7.19,5.2,-3.125,0.0,8.75,-7.3625,11.8125,7.1571428571428575,-3.1857142857142855,0.0,5.571428571428572,-7.042857142857143,0,1,0,1,0,1,0,1,0,1
2000-03-18,0.25,6.42,-3.46,0.23,6.1125,-4.7125,2.3375,8.9,-2.1499999999999995,0.0,5.0,-6.428571428571429,1.525,5.3285714285714265,-2.9428571428571435,0,1,0,1,0,1,0,1,0,1
2000-03-19,5.75,5.459999999999999,-0.5799999999999998,7.55,8.8125,-0.9125,1.3375,10.0125,-5.825,1.8875,8.314285714285715,-2.4571428571428577,3.9,2.4571428571428577,-0.8857142857142856,0,1,0,1,0,1,0,1,0,1
2000-03-20,9.816666666666665,7.32,1.88,15.72,10.9,4.5875,0.725,10.7625,-1.8875,12.0125,10.314285714285717,3.971428571428572,3.7125,4.214285714285714,0.3857142857142857,0,0,0,0,0,1,0,0,0,0
2000-03-21,1.6499999999999997,8.760000000000002,3.9,2.14,11.249999999999998,4.7875000000000005,0.125,6.9250000000000025,0.0,10.9875,9.585714285714284,5.142857142857143,0.7124999999999999,7.7,3.0142857142857133,0,0,0,0,0,0,0,0,0,0
2000-03-22,0.0,11.900000000000002,4.46,0.0,14.0875,2.175,0.2875,9.7875,1.5875,0.042857142857142864,10.971428571428573,3.2428571428571424,0.0,10.714285714285714,5.000000000000001,0,0,0,0,0,0,0,0,0,0
2000-03-23,0.0,14.88,5.6599999999999975,0.0,16.750000000000004,2.3625,2.4875,14.9125,3.675,0.0,14.37142857142857,2.7,0.0375,16.428571428571427,5.471428571428571,0,0,0,0,0,0,0,0,0,0
2000-03-24,3.3666666666666667,19.56,8.440000000000001,0.0,20.9,4.9375,4.675,13.625,5.3500000000000005,0.0,19.11428571428571,3.1714285714285717,1.9375,19.214285714285715,8.742857142857144,0,0,0,0,0,0,0,0,0,0
2000-03-25,0.5833333333333334,20.32,4.98,0.0,22.55,8.8,0.0,16.9375,-3.6125,0.0,23.185714285714287,7.471428571428571,0.3125,18.1,3.5,0,0,0,0,0,1,0,0,0,0
2000-03-26,0.0,18.66,2.3200000000000003,0.0,18.825,3.2125,0.0,19.1,2.375,0.0,20.61428571428572,4.685714285714286,0.0,19.042857142857144,2.228571428571428,0,0,0,0,0,0,0,0,0,0
2000-03-27,3.966666666666667,20.1,3.0,5.05,17.212500000000002,4.6625,0.0,17.912499999999994,-1.4625,5.7125,16.114285714285714,4.128571428571428,1.4249999999999998,18.242857142857144,1.1857142857142855,0,0,0,0,0,1,0,0,0,0
2000-03-28,0.3,15.0,-1.12,1.84,11.800000000000002,2.45,0.0,16.875,-6.9375,2.4125,12.628571428571426,1.1285714285714286,0.075,13.557142857142857,-3.0285714285714285,0,1,0,0,0,1,0,0,0,1
2000-03-29,0.16666666666666666,10.56,-1.88,1.2200000000000002,8.7375,-0.5499999999999999,0.0,12.7875,-2.575,4.025,8.642857142857144,1.4285714285714286,0.0,12.542857142857144,-2.6142857142857143,0,1,0,1,0,1,0,0,0,1
2000-03-30,0.0,15.12,0.2399999999999999,0.03,12.2125,-1.3250000000000002,0.1625,13.25,-0.6874999999999998,0.0,11.571428571428573,-2.5285714285714285,0.0,14.757142857142858,0.07142857142857148,0,0,0,1,0,1,0,1,0,0
2000-03-31,0.0,15.15,-1.25,0.0,14.45,-1.4625,0.0,14.425,1.0375,0.0,13.5,-2.614285714285714,0.0,17.142857142857142,1.2714285714285716,0,1,0,1,0,0,0,1,0,0
2000-04-01,0.0,17.660000000000004,3.9,0.0,17.987499999999994,-0.2,0.0,12.7625,-0.6250000000000002,0.0,17.057142857142857,-0.7142857142857143,0.4875,16.2,4.7,0,0,0,1,0,1,0,1,0,0
2000-04-02,0.13333333333333333,14.66,5.68,2.79,18.325,6.3875,0.0,13.2625,0.35000000000000003,4.5875,18.88571428571429,2.9428571428571435,0.6124999999999999,13.728571428571426,2.157142857142857,0,0,0,0,0,0,0,0,0,0
2000-04-03,0.0,16.36,6.0,1.66,15.4125,10.275,0.2,9.725,-1.325,10.35,16.171428571428574,9.757142857142854,0.0,16.442857142857143,3.171428571428572,0,0,0,0,0,1,0,0,0,0
2000-04-04,0.08333333333333333,12.22,0.2,3.2,13.4,2.5125,0.0,13.675,-7.6999999999999975,16.6875,15.642857142857142,4.128571428571428,0.0375,11.114285714285712,-2.457142857142857,0,0,0,0,0,1,0,0,0,1
2000-04-05,0.0,11.8,-0.9,0.62,9.437499999999998,-2.1,0.0,23.675,0.6250000000000003,1.5,8.414285714285715,-1.4285714285714286,0.0,17.928571428571427,-1.0285714285714287,0,1,0,1,0,0,0,1,0,1
2000-04-06,0.0,22.56,1.7600000000000002,0.0,16.675,2.925,0.0,22.2125,-1.6,0.1142857142857143,14.357142857142858,1.985714285714285,0.0,26.514285714285716,2.8571428571428568,0,0,0,0,0,1,0,0,0,0
2000-04-07,2.066666666666667,15.679999999999998,4.68,15.580000000000002,16.7375,6.1,0.0375,16.375,-0.9875,4.385714285714286,18.414285714285715,5.242857142857143,6.45,15.0,2.228571428571428,0,0,0,0,0,1,0,0,0,0
2000-04-08,5.633333333333333,9.34,-3.46,21.31,14.9875,0.275,0.0375,12.7,-7.137500000000001,28.8625,14.685714285714285,3.9857142857142853,4.6625,8.242857142857142,-5.0,0,1,0,0,0,1,0,0,0,1
2000-04-09,0.0,9.32,-2.1000000000000005,0.11,11.05,-3.2,0.0,19.012500000000006,-2.35,2.0375,8.4,-2.8714285714285714,0.0,11.285714285714285,0.7142857142857143,0,1,0,1,0,1,0,1,0,0
2000-04-10,0.0,14.88,1.66,0.0,14.2375,-0.3499999999999999,0.6125,17.7125,0.4249999999999999,0.075,11.342857142857142,-1.914285714285714,0.575,13.828571428571431,3.2571428571428567,0,0,0,1,0,0,0,1,0,0
2000-04-11,3.4666666666666663,9.88,1.42,4.45,11.525,3.4625,0.0375,14.5875,-3.1125,0.7625,10.714285714285714,1.9142857142857144,4.1625,7.7857142857142865,1.985714285714286,0,0,0,0,0,1,0,0,0,0
2000-04-12,0.0,10.32,-2.22,0.36,9.15,-0.775,0.0,16.95,-2.225,1.3,9.757142857142854,-0.014285714285714266,0.0,9.128571428571428,-2.5428571428571423,0,1,0,1,0,1,0,1,0,1
2000-04-13,0.0,13.12,0.34,0.0,12.8625,0.4125,0.0,22.437500000000004,2.5,0.0,10.471428571428572,-1.8285714285714283,0.0,16.04285714285714,1.1857142857142855,0,0,0,0,0,0,0,1,0,0
2000-04-14,0.0,20.1,3.22,0.0,18.6125,3.0625,0.0,25.2125,1.4625,0.0,16.9,0.08571428571428566,0.0,23.185714285714283,6.514285714285713,0,0,0,0,0,0,0,0,0,0
2000-04-15,0.0,23.78,6.200000000000001,0.0,22.3,7.5625,0.6124999999999999,11.3875,-4.5375000000000005,0.0,23.8,6.366666666666667,0.0,25.385714285714283,5.785714285714287,0,0,0,0,0,1,0,0,0,0
2000-04-16,0.0,22.32,6.2200000000000015,0.0,22.8375,7.475,6.450000000000001,4.525,-4.7375,0.0,24.914285714285718,8.742857142857144,1.1375,13.971428571428573,4.914285714285714,0,0,0,0,0,1,0,0,0,0
2000-04-17,20.483333333333334,15.44,4.56,8.549999999999999,18.1125,8.05,0.575,12.0875,-1.3875000000000002,3.8875,23.014285714285712,9.771428571428572,8.725,11.27142857142857,2.8571428571428568,0,0,0,0,0,1,0,0,0,0
2000-04-18,0.13333333333333333,11.34,4.459999999999999,1.24,13.3875,6.4625,0.0,22.4375,2.15,8.1875,14.585714285714285,6.9,0.0375,13.485714285714286,3.5142857142857142,0,0,0,0,0,0,0,0,0,0
2000-04-19,2.25,15.8,7.540000000000001,0.0,17.1625,6.9625,10.6625,17.15,4.925000000000002,0.575,13.657142857142857,7.7142857142857135,11.3,21.04285714285714,6.3571428571428585,0,0,0,0,0,0,0,0,0,0
2000-04-20,22.98333333333333,21.0,9.88,9.87,21.1125,9.45,3.725,14.6375,1.25,1.2999999999999998,18.571428571428573,8.185714285714285,15.325,20.55714285714285,7.542857142857143,0,0,0,0,0,0,0,0,0,0
2000-04-21,19.7,18.66,3.6399999999999992,12.5,18.4125,5.7,0.325,19.3,-2.5,11.75,24.37142857142857,6.928571428571429,15.9125,13.957142857142856,2.0,0,0,0,0,0,1,0,0,0,0
2000-04-22,0.3333333333333333,18.88,2.3400000000000003,0.39,11.2625,3.7,0.0,25.3375,4.375,4.2125,10.171428571428573,4.842857142857142,0.1625,19.75714285714286,2.7,0,0,0,0,0,0,0,0,0,0
2000-04-23,0.0,20.76,7.32,0.1,18.475,2.3,0.0,25.225,7.075000000000001,0.0375,13.628571428571426,2.3857142857142857,0.0,22.314285714285717,6.428571428571428,0,0,0,0,0,0,0,0,0,0
2000-04-24,4.733333333333333,16.44,6.660000000000001,1.2000000000000002,17.837500000000006,7.624999999999999,0.0,23.525,5.5375000000000005,0.0,18.242857142857144,4.2,0.925,19.842857142857145,6.0285714285714285,0,0,0,0,0,0,0,0,0,0
